generation,mean_fitness,std_fitness,best_fitness,mutation_rate
0,20.395158891159344,1.0934000492080864,19.05758369027902,0.6
1,19.49222945883395,0.6714426825829779,18.520465053408525,0.6
2,18.91997669322032,0.4972739193181494,17.811871208194287,0.6
3,18.748002334640248,0.4463824614577796,17.811871208194287,0.6
